name,prefix,status,condition_bytes,target_bytes,condition_shape,target_shape,condition_dtype,target_dtype,condition_sha256,target_sha256,mesh_path,mesh_bytes,mesh_sha256
aj00109.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,9c0b0078c89a973cfb69206702ae7d15da62948c683c5505cec680eca5cc4494,a0b9508087eebcbed95e22344a7206c3278e39c65278fdc93545e039e41a6c92,anjing/aj00109.obj,1000925,ddaafec518f14f59a576f79abbf5ab43a48111799b593fdeaa6243d4c43e16d7
aj00110.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,88652eb85b0bcb929375e52bcde504ccdb43d025b66f3729be75b02821a7f108,d9c515051248501aa12273dfb84d5b09c768eb28dd3f0319e95d236a730f1d06,anjing/aj00110.obj,994466,6c990342cfb0803547cbac5874014b0c99f01b89931d1d52fdd5884db204f7f9
aj00111.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,c46d76663c43da216983c2db0972c7b93676c2360c7c55d347c771ad5e62dedc,16cf1ca2c887950fc00003272703b9f1cbe0661b4704da3f760b4be3b596bd57,anjing/aj00111.obj,1001459,9b1b07ae1f2f70d583578fee1e0c32bf8cc0d2833a6349b02365118b979a1e9e
aj00112.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,be53ac4ecc3c36575b3e10e03dcd85924c06d35c8333597cae5caea65a6cc2ce,b39bd4f9718ffafd70fc9df23354d60cb0c19746e1be4e45f39073d7a16e1af0,anjing/aj00112.obj,953810,10099d9c590c72e115a3794236cedafee215acebdeb71ab5135415bc9f25936b
aj00113.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,9aba166e78dd0e6af7c0f1cee5246bbc08e82e0ab7c739857a0eb070fd46fe59,1ab5885fd26cb7742884ae4af2db5142e1807b844dd2d274094410207e2c9737,anjing/aj00113.obj,976357,e483c38db394153bd65d4a48f5b477fafd3fbf1416dd2fadff4571b6fb1d4435
aj00114.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,56593a1eb01a68087cc1b08602f5e30b4656dae45694e5939965e32e172e8588,6a02152cc46eef09dd420dee3b0bbe03b354c09db60aec9c9777f8928ebeeab0,anjing/aj00114.obj,974535,0a69ed356c63959dde4b147b0f4c15a618cdf3a61cfa036347ab2b1ee9968372
aj00115.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,b6fb58ef6a47aaac8b1670b7f95c7ff92915ecf7e8da5aee8cf44a6e7f6d1f15,1c073b33a2a7c4b2ebe9d7a74a6bbc5f3a5d50222eb0d36f9350efb63117cbbd,anjing/aj00115.obj,949103,e9b5e91b972644b240761d0eed1948736734cbeb6fa757ce35f3077342eec8fa
aj00116.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,dfc367adf425740fafad0f234e04a86af842e0bcdb4af9f23e70eeda4533ca10,26d5384d9ff178f8af02dc0606298ce1082f036cbfa48b935a5479e675694caa,anjing/aj00116.obj,991604,fa6a012aae2d57037e19fb990ee4c4a9e2e7e68244a40168ab404752c802df7d
aj00117.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,ac26d65926ccfbe06add72c93ae9dc74cae4d4252cb3d91991a2c2ce0e27e979,06f1253d74279844a4c4971b9449ab23e8dac883fc59ebbb8157ca4c9e42e5f6,anjing/aj00117.obj,906575,33a2f90c706f51c465eeb070a19181250b3123ca7de50271edff391a8d6d103c
aj00118.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,47d947ceee7deda1f08f6805705f9273fafc653b81926068d6313685e657f1f0,9289e98a1109fbfa6c9f59140f0f55d7a19e4527211c0b1ce001db56f8ed7931,anjing/aj00118.obj,1018065,dc29fb47674c0cadbfdc16b5e479846c959e9f4cdc5e7de51dd6ca371424a75e
aj00119.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,c986170e21fb409a6fc24de7689a914b68c52eb0cb460d4f0b3807c694bae5ae,5cfc1381d9fcbc627723b8f9190f7f4c8afa8caf4235484e3eafad1eb227a12c,anjing/aj00119.obj,1026695,5815cbf9727e5e42b30cbe4ad2f8946f1ceb721753d5b2ba21c9893a4f6cf596
aj00120.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,e7e1005e76894f5a5fe3237ac545c4712d824d76309fdb201d397231ddc27de4,3d0f666d7657d37891a2b68bfce874bbba64025c7bef49ca4d3eafdeae3184d6,anjing/aj00120.obj,1031286,0c15e36b2b3febfed9d7c1cb15e739ba0ec0708826fef2161af49685bc7ffa79
aj00121.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,1d249fd0d2b75afaa9cd2e33c8f46a9b89d71755359bb190661291884394e2dd,3d2cd7b2b319dbe8f28b67d282cc14b371adc54ede3599b08cedd0a7ee22afd4,anjing/aj00121.obj,1008232,7cc2c49ed1b68cb8518514a2f682d73d332439968d00017353983fb0f7f34391
aj00122.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,4aaee1109d0b297a797227885bb90b62b9bc955b4609c1cba0d09521e99b0b60,7422c902d8db0f78dd4be5c61235915acb2ba018c023d75ff1ffbf89f02b0af3,anjing/aj00122.obj,987659,cdefabb1b1a45f7912f4ef7647c1c00d9ef9ce787f64ec12b9bfd089ff382b00
aj00123.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,fb1489429def61308b26c0737e4f4188c40a9afd1116f6f99bc141d4d2816689,1e003bd7f7bb7b418cc5408b08e4da40126f59a80d27e00df4d1d86b69e69a2e,anjing/aj00123.obj,985964,37c776a9882faf6e1eb9a7dab73d40321d689e771438c57ff7c907855455b77b
aj00124.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,45f5bb5fcf60102331af40d1f34d412fa51816cbec5b044333994c4cc93553fc,85a8ac775edf803048081be4033bab63fb3a6213e9c74b4ad2dea97661bd8642,anjing/aj00124.obj,941475,f013ddc6619672204fd933c6ad97cfe572f3403055f25c44e706dd7cee528770
aj00125.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,b3080248708b35729cfa443af8408ccdd3b2269ac1c76194593e2d0860964e23,bf519dfe14203d8224c6b285bec233419f25a48dd1f22fb7e7355be5dda15750,anjing/aj00125.obj,998420,085146789292af41aacbf34d49a3c3a6fc95c692c0d72da5734edc4f0ccf290d
aj00126.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,6f9e027a3fa84fd13b9466beab9adafdc48564164600322761b3c494f0edab1d,84c3f4ab9db56f0e5e64d28024eaecfa1631fe38546f572d0676d1380238d3ad,anjing/aj00126.obj,997917,d025932cf27e2a9fb3b00e6a1bc69aea1e40bb39b47457d8fed50aa7d88d48ef
aj00127.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,999615d03cbe569fdb40007c63125df7db7e6917c6c815b3f3f9394812b9ff85,7f0e3662b2ce97311f6b486e0a8726c4c56be3644dbdf8f555970df4c752411a,anjing/aj00127.obj,951790,db7d2159c95d01e648b9885c304579bb7595fae1723cd5725770e04cb6001575
aj00128.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,0008a9a13b2aec9c4f56b6be56290392e8eff43ab8a9c51cf5612dff2a74823b,93a11802e458569f31bf6868469e0a909e9c871f21b884269e0421e05f620c32,anjing/aj00128.obj,938659,9caa8459d9f1e1114fc99ed12399ea4652c60c7ae6d8fd134074889a4916e53c
aj00129.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,08711b3e1c9b64b9923665fce589e4491da9e1790ed5521a99a8ded6c7556c52,6bfbfc0dff29662fd1d616e5613728199e72d898ba768d6c2cd7320079fbefb3,anjing/aj00129.obj,924486,68149cf2a8f066e9c5f6fb567dcd35eaff896dac29b472c2880aa4d302ebdf8f
aj00130.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,25d36932ffa0fdd41885194561c82d1106eb6b898ed6ecb83dc4358ae2149439,b0f572982d27bb9ded37a930fd74ecfac2f1a105acd1c4829b1069cb5f654667,anjing/aj00130.obj,928117,0189be413da527ce630ee2483819ea1eafdf0c67b34f7365c53ebb10cf17b6db
aj00131.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,88e56b3e94a738cd01d546fb10a77170c2998512d6d6b4c5bf64108cd5d46e0d,5bca03d9225067143c38ccf4d53db42f800f703630bfbb269cd08f459e5c0c4c,anjing/aj00131.obj,925019,44a149f566d993f7b7d71e80adfb2ebf170d9ed7b3eca99cc70c71dca9d5b453
aj00132.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,e6b9eaf2dc213b00bc43e1ed8b7601e210445b012828be9825a585fe7cf68382,1fad4e62de3cdc84e0876d267b253a3b129622f0fe20eeeb7c2669984ea7a332,anjing/aj00132.obj,936705,96ec6c7cfed6bf426684e840e47480261adb71b4b7d7235094a0dd39d7c481fc
aj00133.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,789f0b98c7b08984c6ad44d6b678418581a2cca551e5670bf91e46eefc67f8fe,3cbe8fb5cf6bf4e5d9475947694501e87c3355789eb06bdd1d2f67c88593e724,anjing/aj00133.obj,926513,537f7c8e8c0664d8d6e7fdf8ad33dd2dd7f0e36f6d3132766b3fbae0819885eb
aj00134.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,a0bdb4a7edf48d73ec87d193ad3023288983995f98df88d7c9b929ccd54e9593,25bb146e17c29ef5e585cf977ad56f2d261567ad0b372c50867f4c89c54b87cd,anjing/aj00134.obj,925207,a1c10770965daf562de440631cd6a1178eacde968eeb66e9a92dbe9b67dab60c
aj00135.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,ecbda82fde43dbd35d2e9ba9e895660129c733c88014f72b846b0611a2ab0b9c,47d40401ed41766d782688d3bbaa38195893df47f92347e35a7b6828f547fa2e,anjing/aj00135.obj,926676,7a2fa1b469bad9d23f95301ff92b157ebefef2e11cb9ddca772f0d44eeb521f5
aj00136.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,3578814335af8f2b4d10c9979e08020d900362193af875c74e60304b25ea1750,fd5eabdae43a05680f53d30f86e9e3d37212cee5bd9ee70e7ae14ef964c65cab,anjing/aj00136.obj,849069,558cd91cf88a0d36b901d026b6c6821c56e9fccd5f7f3c59c45295376e40eef4
aj00137.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,d00ae8c9769147e1d6705286ad593ba5395276b9b962c7ca40574a54320cb51b,e198e0ad982fb734949aa622ae9d22ce4fec992c50a693eff83561ebd9b582e3,anjing/aj00137.obj,871743,619d48ac9a8f809e4d2df2ff742749c488c0964c8483b83196144822f0972704
aj00138.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,ae211a9b992d69938c7a5a234672c89bb03d5ea383d22ad42911b89b17e36c1d,6ea107f6a2a19e3ba22a072503effb4fc7be55215571c45cb59c8fe75142f75e,anjing/aj00138.obj,897894,cd678453800152fbf89751ed1568357854bbb89e182c25e89747c381a4d69cd7
aj00139.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,c482f9366ff94ba2755d562ab55644194c302c0df8a1a662ccb10b1c4be8a56f,169d821ecbe72f07a6cde1c8e715ddba989c1f85274e0effc64c8a15bb90967b,anjing/aj00139.obj,931857,e2004bcba20f54ee8bdec51ca84739379a25e58fec25c5e91998079a0f158ddd
aj00140.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,c9813f1f05ffc97adb931400787858b696b553fe5d892471dea463d8e065f2ba,eaa29970fe64a618ab5305d845d9d4ca0ee1811af83bc9148d334c64e91294bf,anjing/aj00140.obj,864350,304ddc424d00d22211550d463bc7de861a0105b388600b5a968b18332d0d66d1
aj00141.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,435ac811af8c758b72da6be21fa054013fb9ae671558c417aa3c47097a018ef3,38d5fa7b4ad0793022053408862dc7e3d5b86ef06310eb11ca8ac3be4fbb48fb,anjing/aj00141.obj,887947,96b9e57a4fddcc1bb3965acf29cf62daeb25d2a3fc5750760ee8379a778b353a
aj00142.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,1a4359e5414bc68abe2051d62bc0e480c65ad7d28739959222a0005310d28e82,dbf665e591ece55d63ad75f7c04dd750d35022eaf2d363b602511da2529a071e,anjing/aj00142.obj,872363,7c3ac09dd5c520ffc49ae5609d2f399302ba570550af99d0cd045e47e3e5431e
aj00143.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,2da539509a071a61c040fa26285cbfe85beba81a0e017e9a9b835711ed69e3c7,9f1002ac78a1979929bf7f653eb5c7494ed7391e55bbbe373cb00204040935a1,anjing/aj00143.obj,875443,c3cf3acc4b737e2736b5eef51df3eaf364d8f1baad426e993a58e5d58a829bfd
aj00144.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,db38be39d79e596b879ae1641d076bbefe373115a379b87551e47cfb43b4eef6,d3c12ca14649c9c594b0b25edfeecff6ad9e71e4da46a6ec2ca04b37ba912106,anjing/aj00144.obj,940731,53439b62c9c5725f0578033c34e7c25ce21fa904d170c525eb46d08f37f49a2b
aj00145.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,4348a7755163f445bf00ee6f506fdb5282152a8dc796a7d82aecde6f9eb0ae63,69d96c9b47dd3f9c81fd3511dad67304f199a557931401695c8ac61acc8c4c16,anjing/aj00145.obj,967952,816dd990efbfd3585d2bca4b20f22f928fc55f1fe2570460258aa9def26aae28
aj00146.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,32ac9e5d133e58699f499d72f9053fd75b608b0891fe311407a98415acdbb208,cdce33c96f61dc6ab1704d646839a18ca66f7129ca32631b6b8f4181b2d0463d,anjing/aj00146.obj,946267,8ab7f1cdad73a61955c353721c9eca3c8937dc545900b28b487a8ca9196667ad
aj00147.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,d99ab19609af041c1d4199d7368fa2c7ce68f668a48990e58023aec6f1476671,cf0f65a35a0c495caaf47a9ef8057246524c30f4b27860a21f9c407ba2aa4ae0,anjing/aj00147.obj,941571,a375cfd5265b7e50303a6af1c1212f7cbd0996da378e3789bdf61d1fea4f0d5b
aj00148.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,0940654265960ed923794fab6b43a4fcdc2851d9c5ae8753388ff554b45675cd,b0b3c1d3a9527b9525aa81a413561697e17b90644f150c25f77a65e619787def,anjing/aj00148.obj,934822,dbe035103ff2071aec5f32496c48698b6af174d8fb9a1438e56bf27da746bcd8
aj00149.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,5ca8932efe1ef17c8f7b0ca531f9921465656aee0c9d1f34ed908909437be7eb,3a377e238e83f6609496699e871c1f2d0ff4b5669a528924948e4ec22e63651f,anjing/aj00149.obj,942863,53be5f0955889c7db89a16a42be7525eea391e0baa77d279a12be9d3f590b578
aj00150.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,d0d4fac7a54dc55d646e0c88dd81f0a4efd9c72f2ccf0782db06721ec777e5ff,69a8150ca4206e37ae7aa561909dea71e441f058e173b4fe98a72b9800796fe4,anjing/aj00150.obj,900138,af86dcf35bcc761c55e485d1c7563494b5d9e84bbbac570565c2d101205acc34
aj00151.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,17cd9c2824c5f38f0b4e470ad4ebff98548ee2c1d9b871e1d3034e7fceaf5bb3,4d9e58685526cfd637ee40c9af5f1fdca97d7023d51bcb6204f6461f2f655cff,anjing/aj00151.obj,920857,b4394d4779f39b19dfe83089cb16e032acf3c2295ab3f491a539f9e33c9a9a58
aj00152.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,6059acafe8b1522be8ad608b70fbf79e9fa7d08f5d40130e358b7e14c5b06788,b3893d8e5823921d93b2e791213e98c55ef8aae81fdda36e28c522cff91c4464,anjing/aj00152.obj,929658,4d6b2fb29e4390e8866e6f9fecb3f74e1c2179d16b4e15acae76d6196ad6f6d3
aj00153.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,5e91a0f82d219b8f864966342062c201451919b5dd134c14d3bdbed4f8dbe864,9e5750f707fcf52d14c60ee1aa2265aeee2d228bce87a66f685db6701f530ad2,anjing/aj00153.obj,950144,4a4a29db335a0ca9d18db909190ec12d7e3e4ba073a7575bd821bd620fb85c6c
aj00154.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,9bd5f3054913f197aed2d75e0e39365d47bf2cc9734ade20f4af4daca3b1675f,753ae3fa302eddd1f255293ed2dba716f589a72821838de42ce9cd8ee904223f,anjing/aj00154.obj,969392,4f07dda0876bbd17d1ce7c8078d28fd713a81b93449a70f889e8e3d0f632ee64
aj00155.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,4ef15f072aea0bc17dd50b5fb55cf97e9c845e854055f451324ed84e795b357a,6b9d6582e56a3ff304fe3991b510e9f12fadbf3fadf6f3c1a5cd9903c926cd92,anjing/aj00155.obj,897587,ac58b3450910dd47b02ee2edf8bb635cf562eb76956e797e7025e21414a03475
aj00156.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,4bc8acb5c4ea005c910097a50bd82bdf57384987f562395f2be233bf96ff97c6,79d1408fca92406ff46f1cd9aade63cc725ca82b32f003487654977479b20a05,anjing/aj00156.obj,895559,c609a16f2ed9e33de8da070bc1fda312bc2b57b18cef792ef47c5bd9d12366f7
aj00157.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,229c3345c16d488ee8181ec6c52098b22a258e5e61105aaea449c89ac669ac71,7b6ec6d7bb5c4eb817fe020fe71b5d24aed4277c8742959cfd2ad009353b01f3,anjing/aj00157.obj,962102,c57bea2c005d94fe2c882c6822578d064cc56845a8192b41dfa3b5f90f394a89
aj00158.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,ba77ac736a32c5b4a852b7874134c3f5fe54f569427c96cda775e6e9cf92db82,c5aa015beb820fd0f55fd72fe4155525d6eaa252fdda56600b647967e9967cde,anjing/aj00158.obj,970580,79e3b26fce51d7bc279ac9a28a19d03cfbba7979d1dd13c4616e6a58de2485db
aj00159.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,096140c6dcb58985f92d36ea350365712c58880cf0ef2a33810888b7575d912a,e391a63432c61e3cddc9eb8e734328fceee855344f2beb79c2da2d99bbbaf2ff,anjing/aj00159.obj,961722,623953bf6dbc54ab5a34a8996230d6269dbf6a7864a592f48a2603f9831def29
aj00160.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,35bbce61777c3ea1f971d72bbf56c73b82871cd089ddb2e9fe0488267369ab67,6e79136a6f6eb5885a205b8bed504eb57ba46e9ea8d309881eaaf46a5ef2bfef,anjing/aj00160.obj,964095,a44b339892ccce48fed8d9ad13f77da0ff74f9718919ee2b9c865344c3b4b52e
aj00161.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,9811832ae31f8d5cb1ee2aa1e76c3a84f8def1f63d1aa48c826cde532e4a7372,ecc34a0ed9bd1d5b95dca1bd99b470bbd2daf6509c1621569eb42e3686a30bea,anjing/aj00161.obj,952870,fd6c1784d2127a767d1a56f397b02711060a6e87f868a7679e8d0149f51ddf22
aj00162.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,4b8a35828d52b1024f0059759a4c664f063aa5787fea4392a226ddb00c0a4f32,e523f50079789e9e7103a766fba673bb21d37c96a9033a53e2edc07393976809,anjing/aj00162.obj,953053,9aa76bd6840ca18eb98e0c73e784272f35596c244501c715cf3837a1dc1fd96f
aj00163.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,797a7e3e4d58d6dbf81114eb5918d1ce705c6ac0047d168e53445fe73a71c527,1041dd4fe2d76edbb628347de439bff8b3d71be48ff3f6409e60690f954fe43e,anjing/aj00163.obj,948433,0fb908eeea909aedd60542b488c039f317c281b5e0879bcb24628623d3a08398
aj00164.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,5757bb9dc0a5be1dbea17babb67845b08d1d339f2a6a45ded3a1f07cb9e83365,6ca18582653f5842991ee336ebe006087531c93afefaa979f7b42a16d1038249,anjing/aj00164.obj,930689,a337d1ea7c3a514e62fd2fbcef1dc1dc6e5d1bc3b1f392affd8e51cce28a1434
aj00165.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,0c64d6a626ce9cce493adfce2af754896a6095f3228b1bfba5b00393e9974bd7,b639d861c8b2b6556554b3a849e3b815a5c2c86e629653fd6a3debeb84626a8a,anjing/aj00165.obj,925615,e654b42fa49b3e084734997baf686740377ce988bf90fd4c7fe45d96a23c4dfb
aj00166.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,51970aacc532e62bb835a059f53708ca60fbed1f33db6aeea9e89df1d52bc74f,754c47df53d8e3ffc30af074c217bda18c9d62e9f47c229e2f8962e4825b7361,anjing/aj00166.obj,932850,6819d43a0c1b1ec7f6b073ae79a37a63b182851bab306f86cd55d9921e91a2fe
aj00167.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,c449c8c577f0e2d0733f780bc7b63e5671d70816e079bdc56ca7486fe2f241d8,37b5fe3c0cd14934773c6059fb5df98b1e1cd275bbb26d25778893f648cf1444,anjing/aj00167.obj,925590,9fcc3fd3d045bb88f9309f2697415a804ff688801b3af81568f67e8ceb9ed5c9
aj00168.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,9dd0d7b7449d23086913dc482dd5ffcc0264612be0edc2c88cfca4d51a90d111,239b37a04638f2a84aee79ffa0e49abc7a8b6f6eb80c1270790e4ba1d63f777d,anjing/aj00168.obj,887409,90fbe92642a1468877c7c62ecf27e0009276a1b88e15387374e6641db967a8e8
aj00169.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,a52b0de28b87faaee738e4898f16e0f2106aca8676e54de9409b86da54faa47f,2dbf8a66e2158952651b496da1ced2871981cc479bf5b60928b718ee513c42ab,anjing/aj00169.obj,937750,a5d281ec60204674ead691f1184af8f8a04c8968a98d864ec24dad037df92798
aj00170.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,d181797140da19afb4d588c7f8e610545a3fadbbddabd3bce8e3ba28ad4bb034,f9223da195fb022f768770d82ae77b3ddf25a72570c732f331e4a3e7b7302fa4,anjing/aj00170.obj,950451,419d71ea4897a1d6f843158a7d3a8be6bdc7a5ba0860c6c7b9ec557ab393266c
aj00171.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,122df3b0838ca83378b55a0506820a703d4f3e9ba86e0c429e88da9eafa78256,a79db9cfa0095b38e849631a429f4d708fb2111386ffdc09fea71b6ce0cd9214,anjing/aj00171.obj,918085,d306c1d9d9b51b5efc0da25463e828c113057b79194675b1b70774ba91d5b721
aj00172.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,06d788d54a21decb0a293fb0829cee968d41ddd0b112d24ba135fee10bc62cbc,3d17fb4601a9231299cfa7264dfe3f0f89ca174acd02241ddf493881ef79c218,anjing/aj00172.obj,974505,847d513048eaeeb9d7d1c11077a55f09280d1f1c96482d250d9bae85656c8b4e
aj00173.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,939e65cc4217f4ae2233f0f32a8fc31821d5f06c506d8c43d53cb4a3a2bf84ce,51e78dcbe3fe613b91614654ebce693f7e5441c37c1dc72538665c5604b98b62,anjing/aj00173.obj,774685,f4497b5968d908030422e542dd04c3af9b3b85850d5132c9b57b4d6b9764a652
aj00174.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,6cedca40e6559b11091944d690ccbc7179c872a5d3d9ebbc2f2fef5d4bf57cad,283613740b9cbee478f79ee29e151055b767027ed977f8891c1b71585ba227f5,anjing/aj00174.obj,913559,085da7f05006e5901f9d41f6f4b624aa6fb36745d5c099f95c8612a2c3b80579
aj00175.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,23a18a8307c9f9249650dea486bb7a8f3480ec388fb762a6ee27ed11a33f27c4,d6a9336adeff5975ed254450ba7d0483486c8cc2264a036191804247c6d44865,anjing/aj00175.obj,952439,3a512ae933de9a4d0c6389df69402ceab70471e899d1d4ad3d43f3ff335fc555
aj00176.npy,aj,matched,49280,49280,2048x3,2048x3,float64,float64,56dc14e355ae7528357f12f5289a5d750c8224b7324cc8f184f0f9394c0c699f,2328e77d352194a7492f4e60e2df9428ec95835f3f591727a29e14171d40a86b,anjing/aj00176.obj,931390,04f522e03cb1aaace6b47cb08fd371b7f045d1dcf44c139937adbe64a8eea43a
